Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Category,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Parallel Universe,Special?,Error Immune,Show Gold,Appears For Parts,Hide Reuseable,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Buzzsaw,Combine dice[;]|split total in 4,1,if(d > 3) { var dicetogive = []; var options = [1|2|3|4|5|6]; var t = d; while(t - 3 < options.length) { options.pop(); } var r1 = rand(options); while(chance((r1 * r1) * 2.5)) { r1 = rand(options); } t -= r1; while(t - 2 < options.length) { options.pop(); } var r2 = rand(options); while(chance((r2 * r2) * 1.6666)) { r2 = rand(options); } t -= r2; while(t - 1 < options.length) { options.pop(); } var r3 = rand(options); while(chance((r3 * r3) * 0.8333)) { r3 = rand(options); } t -= r3; while(t < options.length) { options.pop(); } var r4 = options[options.length - 1]; t -= r4; dicetogive = [r1|r2|r3|r4]; shuffle(dicetogive); givedice(dicetogive|~splitdice~); } else { givedice(actualdice); self.textparticle(~no~); },Razor Blade,MIN3|MIN3,,ITEM,GREEN,change_power,change_power,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Buzzsaw_upgraded,Combine dice[;]|split total in 6,1,if(d > 5) { var dicetogive = []; var options = [1|2|3|4|5|6]; var t = d; while(t - 5 < options.length) { options.pop(); } var r1 = rand(options); while(chance((r1 * r1) * 2.5)) { r1 = rand(options); } t -= r1; while(t - 4 < options.length) { options.pop(); } var r2 = rand(options); while(chance((r2 * r2) * 2)) { r2 = rand(options); } t -= r2; while(t - 3 < options.length) { options.pop(); } var r3 = rand(options); while(chance((r3 * r3) * 1.5)) { r3 = rand(options); } t -= r3; while(t - 2 < options.length) { options.pop(); } var r4 = rand(options); while(chance((r4 * r4) * 1)) { r4 = rand(options); } t -= r4; while(t - 1 < options.length) { options.pop(); } var r5 = rand(options); while(chance((r5 * r5) * 0.5)) { r5 = rand(options); } t -= r5; while(t < options.length) { options.pop(); } var r6 = options[options.length - 1]; t -= r6; dicetogive = [r1|r2|r3|r4|r5|r6]; shuffle(dicetogive); givedice(dicetogive); } else { givedice(actualdice|~splitdice~); self.textparticle(~too lazy 4 this~); },Razor Blade,MIN3|MIN3|MIN3,,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Buzzsaw_downgraded,Combine dice[;]|split total in 4,1,if(d > 3) { var dicetogive = []; var options = [1|2|3|4|5|6]; var t = d; while(t - 3 < options.length) { options.pop(); } var r1 = rand(options); while(chance((r1 * r1) * 2.5)) { r1 = rand(options); } t -= r1; while(t - 2 < options.length) { options.pop(); } var r2 = rand(options); while(chance((r2 * r2) * 1.6666)) { r2 = rand(options); } t -= r2; while(t - 1 < options.length) { options.pop(); } var r3 = rand(options); while(chance((r3 * r3) * 0.8333)) { r3 = rand(options); } t -= r3; while(t < options.length) { options.pop(); } var r4 = options[options.length - 1]; t -= r4; dicetogive = [r1|r2|r3|r4]; shuffle(dicetogive); givedice(dicetogive|~splitdice~); } else { givedice(actualdice); self.textparticle(~no~); },Razor Blade,MIN5|MIN5,,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Scraptula,Flip a dice upside down,1,givedice(7-d);,Parity Flip,RANGE25,,ITEM,GRAY,simplify,change_power,,none,0,YES,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scraptula_downgraded,Flip a dice upside down,1,givedice(7-d);,Parity Flip,RANGE45,,ITEM,GRAY,,,,none,0,YES,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Hammer Up!,Add a Rubber Mallet to|your deck for this fight,2,var cardlist = Deck.getcards(~all~); for(mycard in cardlist) { if(mycard.equipment.name == ~Rubber Mallet~) { mycard.equipment.setvar(~alreadyhere~|true); } } addjestercard(~Rubber Mallet~); screenshake(); self.setvar(~hammers~|self.getvar(~hammers~) + 1); //cardlist = Deck.getcards(~all~); for(mycard in cardlist) { if(mycard.equipment.name == ~Rubber Mallet~ && mycard.equipment.getvar(~alreadyhere~) != true) { trace(mycard.equipment.name); trace(mycard.equipment.getvar(~alreadyhere~)); trace(~yes~); mycard.equipment.equipmentcol = 2; break; } else { trace(mycard.equipment.name); trace(mycard.equipment.getvar(~alreadyhere~)); trace(~no~); } },Replicate,COUNTDOWN,5,ITEM,RED,change_power,change_power,,hammer_up,0,YES,NO,NO,YES,NO,NO,NO,NO,,self.setvar(~hammers~|0);,var ham = self.getvar(~hammers~); if(ham < 0) { while(ham < 0) { addjestercard(~Rubber Mallet~); ham++; } } if(ham > 0) { while(ham > 0) { for(mycard in cardlist) { if(c.equipment.name == ~Rubber Mallet~) { c.delete(); ham--; break; } } } },,,,,,,,
Hammer Up!_downgraded,Remove a Rubber Mallet|from your deck this fight,2,var hammerdeleted = false; var cardlist = Deck.getcards(~all~); for(mycard in cardlist) { if(mycard.equipment.name == ~Rubber Mallet~ && mycard.equipment.equipmentcol == 2) { sfx(~hammer_down~); mycard.delete(); screenshake(); self.setvar(~hammers~|self.getvar(~hammers~) - 1); hammerdeleted = true; break; } } if(!hammerdeleted) { for(mycard in cardlist) { if(mycard.equipment.name == ~Rubber Mallet~) { sfx(~hammer_down~); mycard.delete(); screenshake(); self.setvar(~hammers~|self.getvar(~hammers~) - 1); hammerdeleted = true; break; } } } if(!hammerdeleted) { self.textparticle(~No effect!~); },Replicate,COUNTDOWN,5,ITEM,RED,,,,none,0,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Hammer Up!_upgraded,Add a Rubber Mallet to|your deck for this fight,2,var cardlist = Deck.getcards(~all~); for(mycard in cardlist) { if(mycard.equipment.name == ~Rubber Mallet~) { mycard.equipment.setvar(~alreadyhere~|true); } } addjestercard(~Rubber Mallet~); screenshake(); self.setvar(~hammers~|self.getvar(~hammers~) + 1); //cardlist = Deck.getcards(~all~); for(mycard in cardlist) { if(mycard.equipment.name == ~Rubber Mallet~ && mycard.equipment.getvar(~alreadyhere~) != true) { trace(mycard.equipment.name); trace(mycard.equipment.getvar(~alreadyhere~)); trace(~yes~); mycard.equipment.equipmentcol = 2; break; } else { trace(mycard.equipment.name); trace(mycard.equipment.getvar(~alreadyhere~)); trace(~no~); } },Replicate,ODD,,ITEM,RED,,,,hammer_up,0,YES,NO,NO,YES,NO,NO,NO,NO,,self.setvar(~hammers~|0);,var ham = self.getvar(~hammers~); if(ham < 0) { while(ham < 0) { addjestercard(~Rubber Mallet~); ham++; } } if(ham > 0) { while(ham > 0) { for(mycard in cardlist) { if(c.equipment.name == ~Rubber Mallet~) { c.delete(); ham--; break; } } } },,,,,,,,
Hammer Up!_weakened,Remove a Rubber Mallet|from your deck this fight,2,var hammerdeleted = false; var cardlist = Deck.getcards(~all~); for(mycard in cardlist) { if(mycard.equipment.name == ~Rubber Mallet~ && mycard.equipment.equipmentcol == 2) { mycard.delete(); self.setvar(~hammers~|self.getvar(~hammers~) - 1); hammerdeleted = true; break; sfx(~hammer_down~); } } if(!hammerdeleted) { for(mycard in cardlist) { if(mycard.equipment.name == ~Rubber Mallet~) { sfx(~hammer_down~); trace(~hi im here~); mycard.delete(); self.setvar(~hammers~|self.getvar(~hammers~) - 1); hammerdeleted = true; break; } } } if(!hammerdeleted) { self.textparticle(~No effect!~); },Replicate,ODD,,ITEM,RED,,,,none,0,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Dihydrogen Monoxide,Convert enemy's|[ice]freeze to [poison]poison,1,var g = getstatus(ICE); if(g > 0) { inflict(POISON|g); sfx(~_fire~); sfx(~_poison~); } else {self.textparticle(~No effect!~);} removestatus(ICE|ALL);,Overload,EVEN,,ITEM,PURPLE,simplify,complicate,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Carbon Monoxide,Convert enemy's|[fire]burn to [poison]poison,1,var g = getstatus(FIRE); if(g > 0) { inflict(POISON|g); sfx(~_fire~); sfx(~_poison~); } else {self.textparticle(~No effect!~);} removestatus(FIRE|ALL); //exothermic combustion enhancer is fire. this needs a better name,Overload,EVEN,,ITEM,PURPLE,simplify,complicate,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Technology,Do [sword]<d6>[;] +1 dmg per turn|[80%]''A little overbearing sometimes''[],1,attack(d);,Emulator,MAX4,,WEAPON,YELLOW,change_power,change_function,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,e.changeslots([e.getslots()[0]]);,var g = e.getslots(); if(g.length == 1 && turn > 1) { e.changeslots([g[0]|~FREE1~]); },,var g = e.getslots(); if(g.length == 1) { e.changeslots([g[0]|~FREE1~]); } else if(g.length == 2) { if(g[1] == ~FREE6~) { e.changeslots([g[0]|~FREE6~|~FREE1~]); } else { e.changeslots([g[0]|~FREE~ + ((g[1].split(~FREE~)[1] - 0) + 1)]); } } else if(g.length == 3) { if(g[2] != ~FREE6~) { e.changeslots([g[0]|~FREE6~|~FREE~ + ((g[2].split(~FREE~)[1] - 0) + 1)]); } },,,,,
Technology_upgraded,Do [sword]<d6>[;] +1 dmg per turn|[80%]''A modern quasi-religion''[],1,attack(d);,Emulator,NORMAL,,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,e.changeslots([e.getslots()[0]]);,var g = e.getslots(); if(g.length == 1 && turn > 1) { e.changeslots([g[0]|~FREE1~]); },,var g = e.getslots(); if(g.length == 1) { e.changeslots([g[0]|~FREE1~]); } else if(g.length == 2) { if(g[1] == ~FREE6~) { e.changeslots([g[0]|~FREE6~|~FREE1~]); } else { e.changeslots([g[0]|~FREE~ + ((g[1].split(~FREE~)[1] - 0) + 1)]); } } else if(g.length == 3) { if(g[2] != ~FREE6~) { e.changeslots([g[0]|~FREE6~|~FREE~ + ((g[2].split(~FREE~)[1] - 0) + 1)]); } },,,,,
Technology_downgraded,Do [sword]<d6>[;] +1 dmg per turn|[80%]''Technology works.''[],1,attack(d);,Emulator,MAX4,,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,e.changeslots([e.getslots()[0]]);,var g = e.getslots(); if(g.length == 1 && turn > 1) { e.changeslots([g[0]|~FREE1~]); },,var g = e.getslots(); if(g.length == 1) { e.changeslots([g[0]|~FREE1~]); } else if(g.length == 2) { if(g[1] == ~FREE6~) { e.changeslots([g[0]|~FREE6~|~FREE1~]); } else { e.changeslots([g[0]|~FREE~ + ((g[1].split(~FREE~)[1] - 0) + 1)]); } } else if(g.length == 3) { if(g[2] != ~FREE6~) { e.changeslots([g[0]|~FREE6~|~FREE~ + ((g[2].split(~FREE~)[1] - 0) + 1)]); } },,,,,
Chainsmoke,Each turn[;] [blind]blind and|[fire]burn you and enemy|+1 to each status each turn,1,,Science,,,ITEM,RED,change_power,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,inflictself(BLIND|turn); inflictself(FIRE|turn); inflict(BLIND|turn); inflict(FIRE|turn); e.animate(~flashandshake~); sfx(~_fire~); sfx(~_blind~);,,,,,,,
Chainsmoke_upgraded,Each turn[;] [blind]blind and|[fire]burn you and enemy|+2 to each status each turn,1,,Science,,,ITEM,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,inflictself(BLIND|turn * 2); inflictself(FIRE|turn * 2); inflict(BLIND|turn * 2); inflict(FIRE|turn * 2); e.animate(~flashandshake~); sfx(~_fire~); sfx(~_blind~);,,,,,,,
Black Ice,Each turn[;] [blind]blind and|[ice]freeze you and enemy|+1 to each status each turn,1,,Science,,,ITEM,GRAY,change_power,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,inflictself(BLIND|turn); inflictself(ICE|turn); inflict(BLIND|turn); inflict(ICE|turn); e.animate(~flashandshake~); sfx(~_ice~); sfx(~_blind~);,,,,,,,
Black Ice_upgraded,Each turn[;] [blind]blind and|[ice]freeze you and enemy|+2 to each status each turn,1,,Science,,,ITEM,GRAY,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,inflictself(BLIND|turn * 2); inflictself(ICE|turn * 2); inflict(BLIND|turn * 2); inflict(ICE|turn * 2); e.animate(~flashandshake~); sfx(~_ice~); sfx(~_blind~);,,,,,,,
Kale Smoothie,[]+1 max hp if you win|[gray](once per battle),1,if(e.timesused > 0) { self.textparticle(~Already used!~); },Health Pack,DOUBLES|DOUBLES,,ITEM,GREEN,change_power,complicate,,none,0,YES,YES,NO,NO,NO,NO,NO,NO,,,if(flee != true && e.timesused > 0) { self.maxhp++; },,,,,,,,
Kale Smoothie_upgraded,[]+1 max hp if you win|[gray](once per battle),1,if(e.timesused > 0) { self.textparticle(~Already used!~); },Health Pack,EVEN,,ITEM,GREEN,,,,none,0,YES,YES,NO,NO,NO,NO,NO,NO,,,if(flee != true && e.timesused > 0) { self.maxhp++; },,,,,,,,
It's Been,Inflict [weaken]1 weaken when|target has no [blind]blind,1,if(!target.hasstatus(BLIND)) { inflict(WEAKEN); sfx(~_weaken~); } else { self.textparticle(~No effect!~); } //cocked your head to th-,Scream,ODD,,ITEM,ORANGE,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Talent Contest,Fully charge limit break|[gray](once per battle),1,self.limitvalue = self.limitmax;,Hustle,COUNTDOWN,18,ITEM,YELLOW,change_power,change_power,,_cure,0,YES,YES,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Talent Contest_downgraded,Charge limit break by 5|[gray](once per battle),1,self.limitvalue += 5; if(self.limitvalue > self.limitmax) self.limitvalue = self.limitmax;,Hustle,COUNTDOWN,18,ITEM,YELLOW,,,,_cure,0,YES,YES,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Talent Contest_upgraded,Use limit break for free|[gray](once per battle),1,,Hustle,COUNTDOWN,18,ITEM,YELLOW,,,,none,0,YES,YES,NO,NO,NO,NO,NO,NO,,,,e.script = ~~;,,,,e.script = self.limitbreak.script; e.maintainfury = false; e.preventdefault = false; var f = e.script.split(~inflictself(FURY)~); if(f.length > 1) { e.maintainfury = true; e.preventdefault = true; },,,
Velocity,Gain an extra turn[;] end turn|Countdown resets each turn|[gray](once per battle),1,inflictself(EXTRATURN); self.endturnnow();,Time Stop,COUNTDOWN,25,ITEM,PINK,change_power,change_power,,none,0,YES,YES,NO,NO,NO,NO,NO,NO,,,,e.countdown = 25;,,e.countdown = 25;,,,,,
Velocity_downgraded,Gain an extra turn[;] end turn|Countdown resets each turn|[gray](once per battle),1,inflictself(EXTRATURN); self.endturnnow();,Time Stop,COUNTDOWN,36,ITEM,PINK,,,,none,0,YES,YES,NO,NO,NO,NO,NO,NO,,,,e.countdown = 25;,,e.countdown = 25;,,,,,
Velocity_upgraded,Gain an extra turn|Countdown resets each turn|[gray](once per battle),1,inflictself(EXTRATURN);,Time Stop,COUNTDOWN,25,ITEM,PINK,,,,none,0,YES,YES,NO,NO,NO,NO,NO,NO,,,,e.countdown = 25;,,e.countdown = 25;,,,,,
Cybernetics,Replace your limit break with|your (first) current gadget[;]|destroy this on use,1,if(e.getvar(~reeq~) > 0) {for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } } if(self.getskillcard().name == ~Inventor Gadgets~ && self.getskillcard().skills.length > 0) { self.setvar(~myoldlimit~|self.limitbreak.name); var b = self.getskillcard().skills[0].name; if(self.getvar(~myoldlimit~) == b) { self.textparticle(~No effect!~); } else { if(b == ~Gadget Roll~) { b = ~Limit Roll~; } if(b == ~Mirror Smash~) { b = ~Limit Mirror~; } if(b == ~Broken Gadget~) { b = ~Limit Broke~; } self.changelimitbreak(b); self.setvar(~myenforcedlimit~|self.limitbreak.name); var enforcer = new elements.Skill(~ncr Limit Enforcer~); enforcer.execute(self|target); } } else { self.textparticle(~No effect!~); } e.name = ~ncrsaysremoveme~; removeequipment(~ncrsaysremoveme~); ,Less Fluff,ODD,,ITEM,YELLOW,change_power,complicate,,none,0,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Cybernetics_upgraded,Replace your limit break with|your (first) current gadget|[gray](once per battle),1,if(self.getskillcard().name == ~Inventor Gadgets~ && self.getskillcard().skills.length > 0) { self.setvar(~myoldlimit~|self.limitbreak.name); var b = self.getskillcard().skills[0].name; if(self.getvar(~myoldlimit~) == b) { self.textparticle(~No effect!~); } else { if(b == ~Gadget Roll~) { b = ~Limit Roll~; } if(b == ~Mirror Smash~) { b = ~Limit Mirror~; } if(b == ~Broken Gadget~) { b = ~Limit Broke~; } self.changelimitbreak(b); self.setvar(~myenforcedlimit~|self.limitbreak.name); var enforcer = new elements.Skill(~ncr Limit Enforcer~); enforcer.execute(self|target); } } else { self.textparticle(~No effect!~); },Less Fluff,ODD,,ITEM,YELLOW,,,,none,0,YES,YES,NO,YES,NO,NO,NO,NO,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Lava Quenching,[]+1 dice[;] permanently.|Destroy this on use,2,if(e.getvar(~reeq~) > 0) {for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } } self.dice++; e.name = ~ncrsaysremoveme~; removeequipment(~ncrsaysremoveme~); ,Curved Mirror,COUNTDOWN,50,ITEM,ORANGE,change_power,change_power,,permadice,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Lava Quenching_upgraded,[]+1 dice[;] permanently.|Destroy this on use,2,if(e.getvar(~reeq~) > 0) {for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } } self.dice++; e.name = ~ncrsaysremoveme~; removeequipment(~ncrsaysremoveme~); ,Curved Mirror,COUNTDOWN,40,ITEM,ORANGE,,,,permadice,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Lava Quenching_downgraded,Roll 6 new dice|Destroy this on use,2,if(e.getvar(~reeq~) > 0) {for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } } givedice(); givedice(); givedice(); givedice(); givedice(); givedice(); e.name = ~ncrsaysremoveme~; removeequipment(~ncrsaysremoveme~); ,Curved Mirror,COUNTDOWN,50,ITEM,ORANGE,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Lava Quenching_weakened,Roll 6 new dice|Destroy this on use,2,if(e.getvar(~reeq~) > 0) {for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } } givedice(); givedice(); givedice(); givedice(); givedice(); givedice(); e.name = ~ncrsaysremoveme~; removeequipment(~ncrsaysremoveme~); ,Curved Mirror,COUNTDOWN,40,ITEM,ORANGE,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Scrap Lamp,Stash a <slotdoubles>[;] return both dice|(Always offered as scrap),1,inflictself(~stash~+d); inflictself(~lantern~); givedice([d|d]);,Light Switch,DOUBLES|DOUBLES,,ITEM,GRAY,change_power,change_power,,_magic,0,YES,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scrap Lamp_upgraded,Stash higher dice[;] return both|(Always offered as scrap),1,inflictself(~lantern~); if(actualdice[0].basevalue > actualdice[1].basevalue) { inflictself(~stash~+(actualdice[0].basevalue)); } else { inflictself(~stash~+(actualdice[1].basevalue)); } givedice(actualdice);,Light Switch,NORMAL|NORMAL,8,ITEM,GRAY,,,,_magic,0,YES,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scrap Lamp_downgraded,Stash a <slotdoubles>[;] return a dice|(Always offered as scrap),1,inflictself(~stash~+d); inflictself(~lantern~); givedice(d);,Light Switch,DOUBLES|DOUBLES,,ITEM,GRAY,,,,_magic,0,YES,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scrapstick,Burn self[;] do [fire]3 dmg|(Always offered as scrap)|,1,var oldburn = 0; var oldaltburn = 0; if(self.status.length > 0) { for(stat in self.status) { if(stat.type == ~fire~) { oldburn = stat.value; } if(stat.type == ~alternate_fire~) { oldaltburn = stat.value; } } } inflictself(FIRE); attack(3|FIRE); var inflictwhat = ~~; for(stat in self.status) { if(stat.type == ~fire~ && stat.value != oldburn) { inflictwhat = stat.type; } if(stat.type == ~alternate_fire~ && stat.value != oldaltburn) { inflictwhat = stat.type; } } if(inflictwhat != ~~) { var dicelist = []; for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { dicelist.push(mydice); } } if(dicelist.length > 0) { shuffle(dicelist); dicelist[0].animate(inflictwhat); } if(self.status.length > 0) { for(stat in self.status) { if(stat.type == inflictwhat) { stat.value--; } } } } //-we walked in?,Blowtorch,EVEN,,WEAPON,GRAY,change_power,change_power,,_fire,-1,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scrapstick_upgraded,Do [fire]3 damage|(Always offered as scrap)|,1,attack(3|FIRE);,Blowtorch,EVEN,,WEAPON,GRAY,,,,_fire,-1,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scrapstick_downgraded,Burn self twice[;] do [fire]3 dmg|(Always offered as scrap)|,1,var oldburn = 0; var oldaltburn = 0; if(self.status.length > 0) { for(stat in self.status) { if(stat.type == ~fire~) { oldburn = stat.value; } if(stat.type == ~alternate_fire~) { oldaltburn = stat.value; } } } inflictself(FIRE|2); attack(3|FIRE); var inflictwhat = ~~; for(stat in self.status) { if(stat.type == ~fire~ && stat.value != oldburn) { inflictwhat = stat.type; } if(stat.type == ~alternate_fire~ && stat.value != oldaltburn) { inflictwhat = stat.type; } } if(inflictwhat != ~~) { var dicelist = []; for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { dicelist.push(mydice); } } if(dicelist.length > 0) { shuffle(dicelist); dicelist[0].animate(inflictwhat); } if(dicelist.length > 1) { dicelist[1].animate(inflictwhat|0.1); } if(self.status.length > 0) { for(stat in self.status) { if(stat.type == inflictwhat) { stat.value -= 2; } } } },Blowtorch,EVEN,,WEAPON,GRAY,,,,_fire,-1,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scrapsies,In [jinx]2 turns[;] do [sword]<triple>|(Always offered as scrap),1,jinx(~Scrapsies~|~take [sword]%VAR% damage~|~Take [sword]%VAR% damage~|~attack(%VAR%); sfxdamage(null|%VAR%);~|target|self|2|(d * 3));  sfx(~_thinghappens~);,Drunken Boxing,MAX3,,WEAPON,GRAY,change_power,change_power,,none,0,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
