Name,Description,Witch Spell,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Script: On Dodge,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Li Li,Set dice range to|3[;] 3[;] 3[;] 3[;] 4[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Promenade,Set dice range to|1[;] 2[;] 4[;] 4[;] 5[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Constance,Set dice range to|1[;] 3[;] 3[;] 4[;] 5[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Lumberjack,Set dice range to|2[;] 2[;] 3[;] 4[;] 5[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Pumpernickel,Set dice range to|1[;] 2[;] 4[;] 4[;] 4[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Citrus,Set dice range to|1[;] 1[;] 3[;] 4[;] 6[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Gogo,Set dice range to|1[;] 1[;] 4[;] 4[;] 5[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Old Bill,Set dice range to|2[;] 2[;] 2[;] 3[;] 6[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Delaware,Set dice range to|2[;] 2[;] 2[;] 5[;] 5[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Blossom,Set dice range to|1[;] 2[;] 2[;] 4[;] 6[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Shotput,Set dice range to|1[;] 2[;] 2[;] 5[;] 5[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Fido,Set dice range to|2[;] 2[;] 2[;] 4[;] 5[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Bournville,Set dice range to|2[;] 3[;] 4[;] 4[;] 4[;] 4|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Lincoln,Set dice range to|2[;] 2[;] 4[;] 4[;] 4[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Paris,Set dice range to|1[;] 4[;] 4[;] 4[;] 4[;] 4|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
November,Set dice range to|1[;] 3[;] 4[;] 4[;] 4[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Rosepetal Blade,Pluck flower petals[;]|do [sword]??? damage,1,1,var p = 2; for(d in [actualdice[0]|actualdice[1]]){ if(d.basevalue == 3 # d.basevalue == 5){ p += d.basevalue - 1;} } if(p > 0) { attack(p); sfxdamage(target|p); } else { self.textparticle(~No effect!~); },Drunken Boxing,NORMAL|NORMAL|FREE3,,RED,change_power,change_power,,none,,,,,,,,,,,,,,,
Rosepetal Blade_downgraded,Pluck flower petals[;]|do [sword]??? damage,,1,var p = 0; for(d in [actualdice[0]|actualdice[1]]){ if(d.basevalue == 3 # d.basevalue == 5){ p += d.basevalue - 1;} } if(p > 0) { attack(p); sfxdamage(target|p); } else { self.textparticle(~No effect!~); },Drunken Boxing,NORMAL|NORMAL,,RED,,,,none,,,,,,,,,,,,,,,
Rosepetal Blade_upgraded,Pluck flower petals[;]|do [sword]??? damage,,1,var p = 4; for(d in [actualdice[0]|actualdice[1]]){ if(d.basevalue == 3 # d.basevalue == 5){ p += d.basevalue - 1;} } if(p > 0) { attack(p); sfxdamage(target|p); } else { self.textparticle(~No effect!~); },Drunken Boxing,NORMAL|NORMAL|FREE5,,RED,,,,none,,,,,,,,,,,,,,,
Spin Attack,Do [sword]<d6> damage. On 6[;]|[lock]counter a random dice|that's not countered yet,,2,attack(d); sfxdamage(target|d); if(d == 6) { var availablecounters = [1|2|3|4|5|6]; for(num in availablecounters) { if(getstatus(~counter_~ + num) > 0) { availablecounters.remove(num); } } if(availablecounters.length == 0) { self.textparticle(~No effect!~); } else { inflict(~counter_~ + rand(availablecounters)); sfx(~_lock~|~~|0.2); } },Copyright Strike,NORMAL,,PURPLE,change_power,change_power,,none,,,,,,,,,,,,,,,
Spin Attack_downgraded,Do [sword]<d6> damage. On 6[;]|[lock]counter the lowest dice|that's not countered yet,,2,attack(d); sfxdamage(target|d); if(d == 6) { var availablecounters = [1|2|3|4|5|6]; for(num in availablecounters) { if(getstatus(~counter_~ + num) > 0) { availablecounters.remove(num); } } if(availablecounters.length == 0) { self.textparticle(~No effect!~); } else { inflict(~counter_~ + availablecounters[0]); sfx(~_lock~|~~|0.2); } },Copyright Strike,NORMAL,,PURPLE,,,,none,,,,,,,,,,,,,,,
Spin Attack_upgraded,Do [sword]<d6> damage. On 6[;]|[lock]counter the highest dice|that's not countered yet,,2,attack(d); sfxdamage(target|d); if(d == 6) { var availablecounters = [1|2|3|4|5|6]; for(num in availablecounters) { if(getstatus(~counter_~ + num) > 0) { availablecounters.remove(num); } } if(availablecounters.length == 0) { self.textparticle(~No effect!~); } else { inflict(~counter_~ + availablecounters[availablecounters.length - 1]); sfx(~_lock~|~~|0.2); } },Copyright Strike,NORMAL,,PURPLE,,,,none,,,,,,,,,,,,,,,
Strange Parcel,Do [sword]<d6> damage. On 1[;] get|an [quote]on 6[quote] item for this turn,,2,if(!simulation) { for(eq in self.equipment) { eq.setvar(~alreadyheretemp~|1); } } attack(d); sfxdamage(target|d); if(d == 1 && simulation) bonus(-9999999); if(d == 1 && !simulation) { sfx(~_thinghappens~); var descriptionwhitelist = [~#~.substr(0|1) + ~On 6[;~ + ~]~|~#~.substr(0|1) + ~on 6[;~ + ~]~|~ on 6[;~ + ~]~|~ On 6[;~ + ~]~]; var descriptionblacklist = loadtext(~ncrmod/itemspawnerdescblacklist~); var scriptblacklist = [~self.equipment~|~new elements.Equipment~]; var checkblacklist = function(text|list) { for(phrase in list) { if(text.indexOf(phrase) != -1) { return(false); } } return(true); }; var on6eq = ~~; var exceptions = [~skillcard~|~excludefromrandomlists~|~alternateversion~|~robotonly~|~witchonly~|~inventoronly~|~onceperbattle~]; if(self.usecpuinsteadofdice) exceptions.remove(~robotonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~witch~) exceptions.remove(~witchonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~inventor~) exceptions.remove(~inventoronly~); var geteqs = getequipmentlist(null|[]|exceptions); geteqs = shuffle(geteqs); var placeholder = new elements.Equipment(~Loud Yelling~); var count = 0; while(on6eq == ~~) { placeholder.create(geteqs[count]); trace(placeholder.fulldescription); var ds = placeholder.fulldescription; var sc = placeholder.script; var scbx = placeholder.scriptbeforeexecute; if(!(checkblacklist(ds|descriptionwhitelist)) && checkblacklist(ds|descriptionblacklist) && checkblacklist(sc|scriptblacklist) && checkblacklist(scbx|scriptblacklist)) { on6eq = placeholder.name; } /*else { geteqs.remove(placeholder.name); }*/ count++; trace(count); if(count >= geteqs.length) { placeholder.create(~e.name~); on6eq = ~e.name~; break; } } giveequipment(on6eq|true); for(eq in self.equipment) { if(eq.getvar(~alreadyheretemp~) != 1) { self.setvar(~doonthis~|eq); } } var estandardize = ~var e = self.getvar(\~doonthis\~); ~;var doscripts = new elements.Skill(~Against all odds_old~); doscripts.script = estandardize + placeholder.scriptbeforecombat; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptbeforestartturn; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptonstartturn; doscripts.execute(self|target); self.resetvar(~doonthis~); placeholder.name = ~deletemetemp~; self.equipment.push(placeholder); removeequipment(~deletemetemp~); } if(!simulation) { for(eq in self.equipment) { eq.resetvar(~alreadyheretemp~); } },Boltzmann Brain,NORMAL,,ORANGE,change_power,change_power,,none,,,,excludefromrandomlists,if(!simulation) { for(eq in self.equipment) { eq.setvar(~alreadyheretemp~|1); } } if(d == 1 && simulation) bonus(-9999999); if(d == 1 && !simulation) { sfx(~_thinghappens~); var descriptionwhitelist = [~#~.substr(0|1) + ~On 6[;~ + ~]~|~#~.substr(0|1) + ~on 6[;~ + ~]~|~ on 6[;~ + ~]~|~ On 6[;~ + ~]~]; var descriptionblacklist = loadtext(~ncrmod/itemspawnerdescblacklist~); var scriptblacklist = [~self.equipment~|~new elements.Equipment~]; var checkblacklist = function(text|list) { for(phrase in list) { if(text.indexOf(phrase) != -1) { return(false); } } return(true); }; var on6eq = ~~; var exceptions = [~skillcard~|~excludefromrandomlists~|~alternateversion~|~robotonly~|~witchonly~|~inventoronly~|~onceperbattle~]; if(self.usecpuinsteadofdice) exceptions.remove(~robotonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~witch~) exceptions.remove(~witchonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~inventor~) exceptions.remove(~inventoronly~); var geteqs = getequipmentlist(null|[]|exceptions); geteqs = shuffle(geteqs); var placeholder = new elements.Equipment(~Loud Yelling~); var count = 0; while(on6eq == ~~) { placeholder.create(geteqs[count]); trace(placeholder.fulldescription); var ds = placeholder.fulldescription; var sc = placeholder.script; var scbx = placeholder.scriptbeforeexecute; if(!(checkblacklist(ds|descriptionwhitelist)) && checkblacklist(ds|descriptionblacklist) && checkblacklist(sc|scriptblacklist) && checkblacklist(scbx|scriptblacklist)) { on6eq = placeholder.name; } /*else { geteqs.remove(placeholder.name); }*/ count++; trace(count); if(count >= geteqs.length) { placeholder.create(~e.name~); on6eq = ~e.name~; break; } } giveequipment(on6eq|true); for(eq in self.equipment) { if(eq.getvar(~alreadyheretemp~) != 1) { self.setvar(~doonthis~|eq); } } var estandardize = ~var e = self.getvar(\~doonthis\~); ~;var doscripts = new elements.Skill(~Against all odds_old~); doscripts.script = estandardize + placeholder.scriptbeforecombat; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptbeforestartturn; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptonstartturn; doscripts.execute(self|target); self.resetvar(~doonthis~); placeholder.name = ~deletemetemp~; self.equipment.push(placeholder); removeequipment(~deletemetemp~); } if(!simulation) { for(eq in self.equipment) { eq.resetvar(~alreadyheretemp~); } },,,,,,,if(d == 1) { e.maintainfury = true; e.preventdefault = true; },,donothing();,
Strange Parcel_upgraded,Do [sword]<d6> damage. On 3[;] get|an [quote]on 6[quote] item for this turn,,2,if(!simulation) { for(eq in self.equipment) { eq.setvar(~alreadyheretemp~|1); } } attack(d); sfxdamage(target|d); if(d == 3 && simulation) bonus(-9999999); if(d == 3 && !simulation) { sfx(~_thinghappens~); var descriptionwhitelist = [~#~.substr(0|1) + ~On 6[;~ + ~]~|~#~.substr(0|1) + ~on 6[;~ + ~]~|~ on 6[;~ + ~]~|~ On 6[;~ + ~]~]; var descriptionblacklist = loadtext(~ncrmod/itemspawnerdescblacklist~); var scriptblacklist = [~self.equipment~|~new elements.Equipment~]; var checkblacklist = function(text|list) { for(phrase in list) { if(text.indexOf(phrase) != -1) { return(false); } } return(true); }; var on6eq = ~~; var exceptions = [~skillcard~|~excludefromrandomlists~|~alternateversion~|~robotonly~|~witchonly~|~inventoronly~|~onceperbattle~]; if(self.usecpuinsteadofdice) exceptions.remove(~robotonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~witch~) exceptions.remove(~witchonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~inventor~) exceptions.remove(~inventoronly~); var geteqs = getequipmentlist(null|[]|exceptions); geteqs = shuffle(geteqs); var placeholder = new elements.Equipment(~Loud Yelling~); var count = 0; while(on6eq == ~~) { placeholder.create(geteqs[count]); trace(placeholder.fulldescription); var ds = placeholder.fulldescription; var sc = placeholder.script; var scbx = placeholder.scriptbeforeexecute; if(!(checkblacklist(ds|descriptionwhitelist)) && checkblacklist(ds|descriptionblacklist) && checkblacklist(sc|scriptblacklist) && checkblacklist(scbx|scriptblacklist)) { on6eq = placeholder.name; } /*else { geteqs.remove(placeholder.name); }*/ count++; trace(count); if(count >= geteqs.length) { placeholder.create(~e.name~); on6eq = ~e.name~; break; } } giveequipment(on6eq|true); for(eq in self.equipment) { if(eq.getvar(~alreadyheretemp~) != 1) { self.setvar(~doonthis~|eq); } } var estandardize = ~var e = self.getvar(\~doonthis\~); ~;var doscripts = new elements.Skill(~Against all odds_old~); doscripts.script = estandardize + placeholder.scriptbeforecombat; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptbeforestartturn; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptonstartturn; doscripts.execute(self|target); self.resetvar(~doonthis~); placeholder.name = ~deletemetemp~; self.equipment.push(placeholder); removeequipment(~deletemetemp~); } if(!simulation) { for(eq in self.equipment) { eq.resetvar(~alreadyheretemp~); } },Boltzmann Brain,NORMAL,,ORANGE,,,,none,,,,excludefromrandomlists,if(!simulation) { for(eq in self.equipment) { eq.setvar(~alreadyheretemp~|1); } } if(d == 3 && simulation) bonus(-9999999); if(d == 3 && !simulation) { sfx(~_thinghappens~); var descriptionwhitelist = [~#~.substr(0|1) + ~On 6[;~ + ~]~|~#~.substr(0|1) + ~on 6[;~ + ~]~|~ on 6[;~ + ~]~|~ On 6[;~ + ~]~]; var descriptionblacklist = loadtext(~ncrmod/itemspawnerdescblacklist~); var scriptblacklist = [~self.equipment~|~new elements.Equipment~]; var checkblacklist = function(text|list) { for(phrase in list) { if(text.indexOf(phrase) != -1) { return(false); } } return(true); }; var on6eq = ~~; var exceptions = [~skillcard~|~excludefromrandomlists~|~alternateversion~|~robotonly~|~witchonly~|~inventoronly~|~onceperbattle~]; if(self.usecpuinsteadofdice) exceptions.remove(~robotonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~witch~) exceptions.remove(~witchonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~inventor~) exceptions.remove(~inventoronly~); var geteqs = getequipmentlist(null|[]|exceptions); geteqs = shuffle(geteqs); var placeholder = new elements.Equipment(~Loud Yelling~); var count = 0; while(on6eq == ~~) { placeholder.create(geteqs[count]); trace(placeholder.fulldescription); var ds = placeholder.fulldescription; var sc = placeholder.script; var scbx = placeholder.scriptbeforeexecute; if(!(checkblacklist(ds|descriptionwhitelist)) && checkblacklist(ds|descriptionblacklist) && checkblacklist(sc|scriptblacklist) && checkblacklist(scbx|scriptblacklist)) { on6eq = placeholder.name; } /*else { geteqs.remove(placeholder.name); }*/ count++; trace(count); if(count >= geteqs.length) { placeholder.create(~e.name~); on6eq = ~e.name~; break; } } giveequipment(on6eq|true); for(eq in self.equipment) { if(eq.getvar(~alreadyheretemp~) != 1) { self.setvar(~doonthis~|eq); } } var estandardize = ~var e = self.getvar(\~doonthis\~); ~;var doscripts = new elements.Skill(~Against all odds_old~); doscripts.script = estandardize + placeholder.scriptbeforecombat; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptbeforestartturn; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptonstartturn; doscripts.execute(self|target); self.resetvar(~doonthis~); placeholder.name = ~deletemetemp~; self.equipment.push(placeholder); removeequipment(~deletemetemp~); } if(!simulation) { for(eq in self.equipment) { eq.resetvar(~alreadyheretemp~); } },,,,,,,if(d == 3) { e.maintainfury = true; e.preventdefault = true; },,,
